Tag	g__Streptococcus	g__Prevotella	g__Sphingomonas	g__Veillonella	g__Escherichia	g__Pauljensenia	g__Neisseria	g__Rothia	g__Acinetobacter	g__Moraxella_A	g__Haemophilus	g__Granulicatella	g__Haemophilus_D	g__Actinomyces	g__Brevundimonas	g__Alloprevotella	g__Porphyromonas	g__Anaeroglobus	g__Fusobacterium	g__Lancefieldella	g__Gemella	g__Moraxella	g__Pseudomonas	g__Klebsiella	g__Nanosynbacter	g__Capnocytophaga	g__Achromobacter	g__Campylobacter_A	g__Lachnoanaerobaculum	g__Leptotrichia	g__Leptotrichia_A	g__Candidatus_Minimicrobia	g__Noviherbaspirillum_A	g__JABCPH02	g__Abiotrophia	g__Corynebacterium	g__Cutibacterium	g__Centipeda	g__Tannerella	g__Bulleidia	g__Lactobacillus	g__Oribacterium	g__F0422	g__Sphingomicrobium	g__Lautropia	g__Moryella	g__Methylobacterium	g__Mogibacterium	g__Cardiobacterium	g__Bordetella	g__Enterococcus	g__Nanogingivalis	g__Faecalibacterium	g__Staphylococcus	g__Eikenella	g__Enterobacter	g__Bifidobacterium	g__Acidovorax	g__Blastomonas	g__Microvirga	g__Nanosyncoccus	g__Haemophilus_A	g__Peptostreptococcus	g__Arachnia	g__Bradyrhizobium	g__Alistipes	g__Catonella	g__Campylobacter_B	g__Ottowia	g__CAJPNX01	g__Aggregatibacter	g__Afipia	g__Agromyces	g__Ralstonia	g__Metamycoplasma	g__Dolosigranulum	g__Akkermansia	g__Candidatus_Nanosynbacter	g__Pseudomonas_E	g__Parvimonas	g__Diaphorobacter	g__Deinococcus	g__Phocaeicola	g__Lysobacter	g__Solobacterium	g__Pseudoxanthomonas_A	g__Duncaniella	g__Fannyhessea	g__Allosphingosinicella	g__Microbacterium	g__Limosilactobacillus	g__Aquabacterium	g__Thiobacillus	g__Bacteroides	g__Treponema	g__Pelomonas	g__Salmonella	g__Gemmiger	g__Tepidimonas	g__Mycobacterium	g__Selenomonas	g__Collinsella	g__Epilithonimonas	g__Peptidiphaga	g__Muribaculum	g__U87765	g__Parafannyhessea	g__Kingella_B	g__Xanthomonas	g__Dialister	g__Dysosmobacter	g__Vescimonas	g__Sutterella	g__Lawsonibacter	g__Acetilactobacillus	g__Hominicoprocola	g__Kingella_A	g__Slackia	g__Agathobacter	g__Bergeyella_A	g__Pseudostreptobacillus	g__Shuttleworthia	g__Scardovia	g__Adlercreutzia	g__Roseburia	g__Lepagella	g__Vibrio	g__Agathobaculum	g__Paracoccus	g__Streptobacillus	g__Paramuribaculum	g__Phascolarctobacterium_A	g__Filifactor	g__Flavonifractor	g__Stenotrophomonas	g__Nocardioides	g__Treponema_D	g__Candidatus_Nanoperiomorbus	g__Fretibacterium	g__Brevibacterium	g__Serratia	g__Candidatus_Nanosynsacchari	g__Olsenella_F	g__Arthrobacter	g__Ligilactobacillus	g__Acetatifactor	g__Propionibacterium	g__Kocuria	g__CAG-266	g__Dyella_B	g__Treponema_B	g__Brachybacterium	g__Fusobacterium_C	g__Jeotgalicoccus	g__Fusicatenibacter	g__Ruminococcus_E	g__Neglectibacter	g__Sphingobium	g__Methylobacillus	g__Nesterenkonia	g__Desulfovibrio	g__Thermus	g__Mesorhizobium	g__Campylobacter	g__Treponema_C	g__Comamonas	g__Salinicoccus	g__Enterococcus_B	g__Variovorax	g__Janibacter	g__Granulimonas	g__Zoogloea	g__Vreelandella	g__Dorea_A	g__Merdivivens	g__Allisonella	g__Roseomonas	g__Otoolea	g__Parabacteroides	g__Vermiculatibacterium	g__Glutamicibacter	g__Micrococcus	g__Piscicoccus	g__Blautia_A	g__Agrobacterium	g__Friedmanniella	g__Mediterraneibacter	g__Nanoperiomorbus	g__Paraprevotella	g__Anaerotignum	g__Blautia	g__Blastococcus	g__Caulobacter	g__Desulfobulbus	g__Nocardiopsis	g__Pyramidobacter	g__Coprococcus	g__Lacticaseibacillus	g__Rhodococcus	g__Hominimerdicola	g__Sediminibacterium	g__Bariatricus	g__Azospira	g__Stutzerimonas	g__Bilophila	g__Eggerthella	g__Cryptobacterium	g__Labilithrix	g__Yimella	g__Aquincola	g__Hominisplanchenecus	g__Ramlibacter	g__Janibacter_A	g__Rubrobacter_E	g__QFOP01	g__Tractidigestivibacter	g__Ezakiella	g__Johnsonella	g__Helicobacter	g__Megasphaera	g__Amaricoccus	g__Barnesiella	g__Nakamurella	g__Roseateles	g__Streptomyces	g__Megasphaera_C	g__Phreatobacter	g__Reyranella	g__Telluria	g__Trinickia	g__Actinomycetospora	g__Gaiella	g__Sorangium	g__Enterorhabdus	g__Solirubrobacter	g__Lachnospira	g__Methylophilus	g__Arsenicicoccus	g__Methylovorus	g__Alistipes_A	g__Jiangella	g__Cloacibacterium	g__Evtepia	g__Ruminococcus_B	g__Cellulomonas_A	g__Azonexus	g__Cellulosimicrobium	g__Curvibacter	g__Aquabacterium_A	g__Gulosibacter	g__Amnibacterium	g__Ruthenibacterium	g__Nocardioides_B	g__Odoribacter	g__Lachnoclostridium_B	g__Mesosutterella	g__Xylanimonas	g__Enterenecus	g__Anaerostipes	g__Hominiventricola	g__Jutongia	g__Paenirhodobacter	g__Isoptericola	g__Hominilimicola	g__Alitiscatomonas	g__Tepidiphilus	g__Aeromicrobium	g__Gordonia	g__Georgenia	g__Sporofaciens	g__Pasteurella	g__Methyloversatilis	g__Gelidibacter	g__Dermacoccus	g__Peptoanaerobacter	g__Psychrobacter
HD0031121-BJ537	0	0	0.863833386	0	0.136166614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031124-BJ670	0.280260708	0.001082119	0.003855944	0.022640691	0.00239346	0.175966118	0.016714346	0.479330025	0.000424061	6.68564E-05	0	0.002307501	0.000285334	0.008448503	0	0	0.000124878	0	3.72486E-05	0	0	0	8.66746E-05	6.85278E-05	0	0.000691009	0	0	4.32179E-05	5.03811E-05	0	0	0	0	0.002397281	2.53099E-05	8.38093E-05	0	0	0	0.000601708	0	0	0	0	0	0	0	9.02562E-05	0	0	0	0.000388245	0	2.79364E-05	0.000336432	0.000192212	2.8414E-05	0	0	0	0	0	0	0	2.55487E-05	0	0	0	0	0	0	0	0	0	0	0.000177886	0	0	0	0	0	5.92157E-05	0	0	0	0.000127982	7.21094E-05	0	0	0	2.65038E-05	0	0	0	0	0	8.42868E-05	0	0	0	3.46221E-05	0	0	3.55772E-05	0	0	0	0	0	0	0	3.1518E-05	0	0	0	0	0	0	0	0	0	0	2.48324E-05	0	2.41161E-05	3.6771E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81752E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63789E-05	6.42299E-05	0	0	0	0	0	3.10405E-05	0	0
HD0031127-BJ886	0.05216289	0.296159985	0.000134178	0.223808559	3.03532E-05	0.204477573	0.008577461	0.001062928	0	0	0.001176398	0.018344936	0.005280031	0.00654692	0	0.027200681	0.000700959	0.001229161	0.000381258	0.054089889	0.000494444	0	0	0	0.000917119	0.011936732	0	0.002216348	0.034019646	0.029041728	0	0.001159661	0	0.001306888	0.000251619	0	0	5.98553E-05	0.01071977	0	0	0.00145922	0.00430334	0	0	0.000194317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000404236	0	0	0	0.00010808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28348E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031128-BJ942	0.185181439	0.220734509	0.000387544	0.197313332	0.000159129	0.073134198	0.013204677	0.068913341	5.38044E-05	0	0.000108624	0.001643574	0.013027783	0.048877023	0	0.007590234	0.020627151	0.030474888	0.055819826	0.030177187	0.006538255	0	0	0	0	0.006192587	0	0.000254302	0.006811339	7.79149E-05	0.001656263	0	0	0.002116647	0	0	0	0.000738288	0	0.004108172	0.000103041	0	0	0	0.001078627	0	0	0.000308614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001290799	0	0	0	0.000329933	0	0	0	0	0	0	0	6.64942E-05	0	0	0	0	0	0	0	0	0	0.000259378	0	0.000168773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000302269	0	0	0	0	0	0	0	0	0.000170042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031129-BJ1056	0.067393102	0.129348504	0.000642806	0.105906109	6.27203E-05	0.349536787	0.063241016	0.053255337	0	0.000422214	0.001298768	0.008990723	0.00392935	0.001942493	0	0.062213935	0.002193681	0.037584137	0.021721106	0.011173695	0.00311368	0	0	0	0	0.000626285	0	0.015911984	0.007306454	0.006430512	0.007824126	0	0	0.018323808	0.000711646	0	0.000110449	0.002348187	0.010432678	0.002778968	0	0.00121555	0.000428334	0	0.000172251	0	0	0	0	0	0	0	0	0	7.7406E-05	0	0	0	0	0	0	0	0.000354599	0	0	0	0.000243538	0	3.15131E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132783	0	0	0	0	0	0	0	0	0	3.73262E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031130-BJ1209	0.255507158	0.084145824	8.6605E-05	0.027910477	0	0.037583044	0.005594835	0.381690645	0	0	0.009262203	0.127953602	0.001497209	0.013089943	0	0.010735245	0.010214354	0.000869323	0.001924696	0.001615032	0.009640597	0	0	0	0.000437053	0.002394225	0	0.002276401	0.00095341	0.001281199	0.000193099	0	0	0.00011027	0.000266361	0.000780703	0	0.000293047	0.000912374	0.000536246	0	2.54276E-05	0.001009553	0	0.000892485	0.000946865	0	0.000108004	0.000121851	0	3.70085E-05	0	0	0	0.000108256	0	8.88708E-05	0	0	0	0	0.004619017	8.58497E-05	5.91633E-05	0	0	5.16105E-05	8.30804E-05	0	2.69382E-05	0.00090608	0	0	0	3.5498E-05	0	0	0	0	0	0	0	0	0	4.55683E-05	0	0	0	0	0	0	0	0	0	0.000111781	0	0	0	0	0	6.77231E-05	0	0	3.07146E-05	0	0	0	9.16402E-05	0	6.87301E-05	0	0	0	0	0	0	2.61829E-05	0	0	0	0	0	7.40171E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17919E-05	0	0	0	0.00016893	0.000114802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85191E-05	0	0	0	0	0	0	0	0	0	0	0	0.00015886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031131-BJ1267	0.204206148	0.102533185	0.000923627	0.075057653	0.000240946	0.518999219	0	0.042209709	4.99329E-05	0	0.000154555	0.026191543	0.000216904	0.000177803	0	0.000640146	0.000187843	0.000342397	0	0.000267102	0.000124172	0	0	0	0	0.004287892	0	0.008643681	0.000983864	0.000371988	0	0	0	0	0.006062492	0	5.83872E-05	0	0	0	4.14787E-05	0	0.001419786	0	0.005337276	0	0	0	0	0	0	0	0	0	0	3.17035E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14393E-05	0	0	0	0	0	0	0	0	0	4.38564E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010013	0	0	0	0	0	6.31427E-05	0	0	0	0	0	0	0
HD0031133-BJ1341	0.150283493	0.156236102	0.000379194	0.196823074	0.000272099	0.217532775	0.000241425	0.070436729	2.90874E-05	0	0	0.020455583	0	0.062765853	0	3.38472E-05	0	0.007363608	0.007083047	0.014141237	0.017027765	0	0	0	0.008154521	0	0	0.018856569	0.025814275	0	0.004826922	0.010312277	0	0	0	0	0	0	0	0.003819705	0	0.003617944	0	0	0.000986856	0	0	0.000895892	0	0	0	0	0	0	0	4.52177E-05	0	0	0	0	0	0	0.000408017	0	0	0	0.000792499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20929E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05547E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031134-BJ1443	0.026728376	0.048238514	0.228225024	0.014106425	0.157750827	0.01151645	0.001312659	0.05330261	0.016774943	0.002601756	0.000112906	0.000787399	0.000377991	0.137274518	0.001797666	0.001295969	0.008682991	0.007263316	0.001259642	0.001877192	0.000424135	0.000642094	0.00441513	0.003324357	0.001781957	0.000485988	0.000309266	0.000783471	0.000436899	0.001313642	0	0.001823192	0	0.000166905	0.000328901	0.040069981	0.009204325	0.005162276	0.001296951	0	0.01189935	0	0	0.001075065	0.011528232	0.000366209	0.000722601	0.000330865	0	0	0	0	0.028065579	0.001185027	0	0.019837159	0.010675053	0.003230104	0	0	0.000248394	0	0.000165923	0	0.009813037	0.005767061	0	0	0.000107997	0	0	0.000222867	0	0.001749557	0	0.000194395	0.0079437	0	0.000551769	0.000112906	0.000639148	0.00030632	0.007134703	0	0.000739291	0	0.004936463	0.001000449	0	0.001135936	0.000545877	0.001816319	0.000121742	0.003398972	0.000781509	0.000977867	0.003342029	0.003154506	0.001291059	0.000729474	0.001271424	0.00223751	0.000135488	0	0.00208926	0.002115767	0	0	0	0.001001431	0.001656288	0.00160818	0.001553199	0.001558109	0.001519818	0.001490364	0.00016985	0	0.001359785	0	0	0	0	0.001175208	0.001125137	0.001035793	0.000981795	0.000964123	0.000461443	0	0.000901288	0.000873798	0	0.000849253	0.000849253	0.000772672	0.000111924	0	0.000803108	0.000792309	0	0	0	0.00073831	0.000593986	0.000704929	0.000358355	0.000692165	0.000669584	0	0.000390754	0.00061853	0	0.000187523	0.000598894	0.000562569	0.000554714	0.000550786	0	0.000513478	0.000506606	0	0.00047617	0	0.000244467	0.000385845	0	0	0.000213049	0.000406463	0.000398609	0	0.000388791	0.000377991	0.000377009	0	0.000365227	0.000348537	0.000337738	0.000331847	0	0.00032301	0.000315156	0.00030632	0.000301411	0.00030141	0.000298466	0	0.000286684	0.000281775	0.000277849	0.000274902	0.000270975	0.000262139	0.000258212	0.000258212	0.00025723	0.000129597	0.000247412	0.000234648	0.000233667	0.000232685	0.00022974	0.000228758	0.000225813	0.000222867	0	0.00021894	0.000215995	0.000211086	0.000209123	0.000209123	0.000206177	0.000206177	0.000205195	0.000203232	0.000196359	0	0.000190468	0.000181632	0.000175741	0.000174759	0.00016985	0.000168869	0.000161996	0.000157087	0.000157087	0.00015316	0.00015316	0.00015316	0.000151197	0.000149233	0.000146288	0.000144323	0.000144323	0.00014236	0.000141379	0.000140397	0.000140397	0.000139414	0.00013647	0.000134505	0.000132542	0.000131561	0.000130579	0.000124688	0.000122724	0.000121742	0.000117815	0.000117815	0.000113889	0.000112906	0.000111924	0.000110943	0.000109961	0.00010898	0.00010898	0.000107997	0.000107015	0.000101125	0.000101125	0.000101125	0	0.000100143	9.91613E-05	0	0	0	0	0	0	0	0	0	0	0
HD0031135-BJ1452	0.285284865	0.212251348	0.001867914	0.175045221	0.000912649	0.061392368	0.01394273	0.072080956	8.6433E-05	0	0.000192073	0.004045246	0.011355442	0.059999537	0	3.42131E-05	0.001743967	0.020696512	0.002383511	0.010013628	0.005716886	0	0.000354135	0	0	0.002425528	0	0	0.000596628	0.00578291	0.001173748	0	0	0.025381303	0.00316531	0.000777597	0.00010534	0.000508394	0.000152758	0.000910848	7.38282E-05	0	0	0	0.013405225	0	0	3.78145E-05	5.43208E-05	0	0	0	3.21123E-05	0	0.000176767	7.86301E-05	8.1031E-05	4.02154E-05	0	0	0	0	4.65178E-05	0.000271904	0	3.57137E-05	4.26163E-05	0	0	0.0002623	3.03116E-05	0	0	0	0.000196875	0	0	0	0.003939006	8.04307E-05	0	0	4.59176E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.07309E-05	0	0	0	0.00036674	0	0	0	0	0	0	0	0	5.46209E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33242E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031136-BJ1553	0.105840003	0.369289706	0.000823929	0.130569266	7.66963E-05	0.072103375	0.010824176	0.005654959	0	0	0	0.003242918	0.004745165	0.014213818	0	0.015527101	0.004826862	0.043274475	0.019753455	0.027302756	0.002285882	0	0	0	0.079874429	0.001553378	0	0.000737228	0.011796496	0.011130407	0.004036835	0.027594258	0	0.000244817	0.000261768	5.72443E-05	5.05751E-05	0.001029286	0.002166113	0.02195486	0	0.001214913	0	0	0.000391262	0.000166731	0	0.001504192	0	0	0	0	0	0	7.53068E-05	0	0	0	0	0	0	0	0.001095979	3.77924E-05	0	0	0.000866168	0	0	0	0	0	0	0	0	0	0	9.89271E-05	0	0	0	0	0	0	0.001445558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94712E-05	0	0	0	0	0	0	0	0	4.44616E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2802E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41992E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031137-BJ1814	0.094210941	0.297042172	0.000353377	0.160901185	0.000243614	0.129994803	0.000660768	0.015052324	0	0	0.000231022	0.006629581	0.001499183	0.031644615	0	0.001265424	0.000187501	0.036108223	0.031782571	0.03223093	0.001671081	0	0.001516975	0	0.009586888	0.000436863	0	0.012783431	0.018578701	0.002546722	0.006915074	0.000740148	0	0.043955051	9.88141E-05	5.83031E-05	0	0.021649058	0.000679929	0.00497547	0	0.008718638	0	0	5.74819E-05	0.01446984	6.97995E-05	0.002558766	0	0	0	0	3.42154E-05	0	0	0	0	0	0	0	0.005293263	0	0.000126186	5.31023E-05	0	0	0.001180843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377465	0	0	0	0	0	0	0	0	0.000143705	0	0	0	0	0	0	0.00064544	0	0	0	0	0	0	4.05111E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031138-BJ1887	0.136129232	0.287339208	4.97706E-05	0.12187862	0	0.086115232	0.111554748	0.048776226	0	0	0.003019504	0.01785654	0.015516512	0.025779254	0	0.009253537	0.00137978	0.011249227	0.02205025	0.002464184	0.007159927	0	0.000768739	0	0.010799941	0.000981886	0	0.01182727	0.014281445	0.001862608	0.012038523	0.004059546	0	0.014597109	0.000295378	0	0	0.002394397	0.000341632	0.006465844	0	0.003988137	0.000314311	0	0.000244795	0.001760093	0.000114148	0.000795517	0	0	0	0	0	0	0.000119016	0	0	0	0	0	0	0	0.001895068	0	0	0	0.000999468	2.84017E-05	3.11066E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369492	0	5.54509E-05	0	0	0	3.27295E-05	0	0	0	2.94836E-05	0	0	0	0	0	6.9787E-05	0	0	8.00657E-05	0	0	0	0.000554238	0	0	0	0	0	0	0	0	0.00010468	0	0	0	5.46394E-05	0	3.5705E-05	0	0	0	0	0	0	3.75984E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0031139-BJ2029	0.275508778	0.036678465	0.000934354	0.010364884	0.000884966	0.00297128	0.16503441	0.001038393	0.000105293	0.000967446	0.001267783	0.044839957	0.102033842	0.002453838	0.000641287	0.059302009	0.161604352	0.000108302	0.018556211	0.00066385	0.014137147	0.00017574	0.000108803	0	0.002417487	0.037712343	0	0.003399976	0.002783757	0.000987752	0.004946284	4.78834E-05	8.34826E-05	7.52096E-05	0.016128696	0.000156436	0	0.000751343	0.001666895	0.000332426	3.83569E-05	0.000724519	0.002582447	5.66579E-05	0.00792308	0	0.000127355	6.59337E-05	0.000671621	0	0	0	8.72431E-05	0	0.000285044	0.000116324	0	0	0	2.63234E-05	0.000499642	5.61565E-05	0.000395853	0.000276019	0	0	0.000797221	3.08359E-05	0.000240921	0	0.008515983	0	0	0	3.10866E-05	0	3.23401E-05	0.001601714	0	0.000709477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000382818	0	0	0	0	0	0.000325657	0	0	3.18387E-05	0	0	0	0	0	0.000145907	0	0	0	0	0	0	0.000328917	0	0	0.000205573	4.38723E-05	6.2424E-05	0	0	0	0	0	0	0	0	0	0	6.5683E-05	0	0	0	5.741E-05	0.000108553	0	0	0	0.000197801	0	0	0	0	4.91369E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.47641E-05	3.86076E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13653E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98331E-05	2.63234E-05
